"","list_of_ownership_names",""
"171",10103389006,0.00060792
"172",10100336986,0.000248746992
"173",10260279928,2.9162556218002e-22
"174",10101826594,0.00042432
"175",10101984431,1.86640359795213e-20
"176",14010836281,5.83251124360041e-22
"177",10320481010,0.0035501957455876
"178",10861349161,0.0021658288163904
"179",10660049146,0.000227787624
"180",10100455748,1.8330624e-05
"181",10100664423,0.00418732932737422
"182",10380421244,0.0307378313318304
"183",10103074333,0.0302737088786166
"184",10101874688,9.2647008e-05
"185",10101874601,7.46561439180852e-20
"186",10101874806,0.0003015929250048
"187",10102723888,0.000418127376
"188",10101874709,0.000329067096
"189",10103132855,1.4581278109001e-22
"190",10530010025,0.000308093856
"191",10100984191,0.0490088370788985
"192",10101912174,0.00020608488
"193",10102510120,0.215072650584
"194",10861532334,1.16650224872008e-21
"195",10200101095,0.00119198016
"196",10860727560,6.0792e-06
"197",10102968790,0.00880394581808126
"198",10240057286,0.178879342533138
"199",10101660410,0.00212987212571233
"200",10100322690,0.00755208
"201",10420111121,0.0321948505731907
"202",10101013009,0.00301950179022557
"203",10101134554,0.0559198022228477
"204",10101336603,0.00902287678001661
"205",10101169402,0.000479442432
"206",10101258929,0.00132529931268149
"207",10861494662,1.86640359795213e-20
"208",10100889278,0.00650591612776145
"209",10100917154,0.187939205056014
"210",10660015738,0.0204411822389621
"211",10380252873,0.00388416
"212",10102784472,0.116525659132
"213",10820049324,0.00160830842889927
"214",10100300290,0.0104591429616696
"215",10103858909,1.86640359795213e-20
"216",10760319653,9.41126738010686e-07
"217",10102757695,0.231129512129355
"218",10220012031,1.4581278109001e-22
"219",10100246682,0.39734591572108
"220",10101178687,0.000462048576
"221",10630161649,7.23812717238839e-05
"222",10102172273,0.0019701317162839
"223",10101094745,0.00708770089489871
"224",10630019476,0.370169800623579
"225",10101054217,0.00078744
"226",10610016139,2.52504484368111e-21
"227",10780114515,0.0396325325238012
"228",10100665220,0.268066813927344
"229",10100640089,0.07685588
"230",10102780031,0.0977114664668626
"231",10102680599,0.000972073638175106
"232",10460036512,3.61558894329461e-07
"233",10100359308,1.06803289078092e-05
"234",10101861112,0.287098534038483
"235",10480015652,0.00105688426201182
"236",10260259140,8.56185243140538e-05
"237",10100233725,0.0985469214854868
"238",10530324529,7.26215134302442e-21
"239",10200007381,3.73280719590426e-20
"240",10480063936,5.91042688730801e-05
"241",10100383781,0.0041616
"242",10861081241,0.00099552
"243",10220016318,0.00582438940911931
"244",10102239945,0.139787128935834
"245",10100387143,0.00525096
"246",10101044869,7.46561439180852e-20
"247",10260289240,7.29063905450051e-23
"248",10000000004,0.00766927815985427
"249",10102501905,0.64010626
"250",10101136712,0.00184654922913578
"251",10320826260,0.000479433628306611
"252",10101725603,3.73280719590426e-20
"253",14005725237,0.000121523208
"254",10103584900,0.0339789495101554
"255",10260041071,0.000264017342043733
"256",10200044047,0.0015096
"257",10100433825,0.21509416
"258",10100539090,0.29800828
"259",10460096368,0.215072650584
"260",10260057369,1.16650224872008e-21
"261",10103024860,0.0249074350684988
"262",10101016508,1.86640359795213e-20
"263",10102967236,0.00019964256
"264",10320814852,6.11779357210517e-05
"265",10000000010,0.00169894747550777
"266",10103754436,0.000113713514400788
"267",10104088225,0.000194937453258494
"268",10000000012,2.0993742251388e-06
"269",10000000017,9.5200272e-05
"270",10260482101,0.0374176696774518
"271",10260085303,7.46561439180852e-20
"272",10240011565,0.21758782
